209.958µs,74.708µs,148.417µs,84.416µs,233.375µs,38.125µs,61.959µs,41.584µs,158.333µs,92.458µs,82.25µs,55.042µs
309.583µs,87.417µs,137.084µs,113.084µs,150.292µs,53.709µs,52.25µs,55.5µs,198.084µs,79.959µs,46.75µs,54.25µs
214.041µs,122.958µs,133µs,102.5µs,181.458µs,55.334µs,53.125µs,60.333µs,188.125µs,77.791µs,53.5µs,50.917µs
235.042µs,61.708µs,129.5µs,92.625µs,172.208µs,57.916µs,63.041µs,49.416µs,194.583µs,94.917µs,54µs,56µs
242.125µs,81.958µs,105.75µs,101.625µs,155.375µs,53.417µs,53.208µs,43.041µs,156.208µs,61.875µs,45.5µs,53.708µs
253.542µs,69.958µs,129.417µs,92.125µs,139.875µs,43.166µs,50.667µs,43.042µs,143.084µs,76.667µs,55.792µs,54.458µs
224.459µs,86.167µs,170.791µs,101.208µs,174.917µs,45.875µs,50.583µs,68µs,167.041µs,86.458µs,60.375µs,53.542µs
173.167µs,98.625µs,125.75µs,85.291µs,160.166µs,41.625µs,48.875µs,47.583µs,155.541µs,84.833µs,46µs,86.083µs
159.625µs,110.667µs,156.583µs,94.5µs,180.542µs,46.666µs,58.125µs,51.875µs,149.917µs,69.875µs,62.667µs,51.167µs
234.625µs,113.083µs,169.125µs,83µs,150.667µs,43.208µs,57.041µs,88.291µs,131.834µs,72.334µs,57.708µs,54.625µs
179.458µs,101.208µs,127.292µs,76.083µs,215.083µs,57.833µs,51.875µs,55µs,165.541µs,65.75µs,44.333µs,44.584µs
184.667µs,86.625µs,158.209µs,101.792µs,180.292µs,58.375µs,59.334µs,47.416µs,170.083µs,79.625µs,50.584µs,60.5µs
196.416µs,58.75µs,110.541µs,99.834µs,179.917µs,44.167µs,54.459µs,50.875µs,155.209µs,93.416µs,58.417µs,44.708µs
144.125µs,86.125µs,152.292µs,90.125µs,182.5µs,47.458µs,46.625µs,61.459µs,217.792µs,62.417µs,52.542µs,50.541µs
167.209µs,82.333µs,163.083µs,110.709µs,179.333µs,62.792µs,44.208µs,55.791µs,201.292µs,63.541µs,50.834µs,46.291µs
140.625µs,86.625µs,135.417µs,82.625µs,211.792µs,39.375µs,53.166µs,41.166µs,185.5µs,67.542µs,52.625µs,45.625µs
173.666µs,61.125µs,174.208µs,95.333µs,204.792µs,35.666µs,40.916µs,59.584µs,192.208µs,72.792µs,54.667µs,38.375µs
270.625µs,74µs,117.25µs,70.125µs,210.042µs,49.041µs,54.75µs,54.584µs,178.875µs,83.875µs,52.875µs,48.5µs
218.25µs,108.125µs,128.667µs,85.5µs,219.416µs,42.125µs,65.75µs,43.542µs,172.833µs,65µs,302.167µs,41.042µs
220.417µs,65.625µs,103.167µs,107.458µs,157.959µs,59.25µs,52.75µs,46.5µs,196.792µs,58.375µs,178.5µs,46µs
211.583µs,85.25µs,134.292µs,84.667µs,239.084µs,45.125µs,66.208µs,50.791µs,208.375µs,92.584µs,87.375µs,44.625µs
219.25µs,74µs,96.125µs,85.584µs,158.542µs,36µs,61.75µs,48.375µs,192.667µs,76.791µs,95.25µs,53.041µs
200.959µs,126.458µs,112µs,91.5µs,141.583µs,40.25µs,54.75µs,71.75µs,169.583µs,62.833µs,77.792µs,54.709µs
153.25µs,67.875µs,104.042µs,129.208µs,144µs,48.458µs,55.791µs,42.792µs,144.709µs,64.709µs,84.042µs,46.875µs
166.125µs,90.167µs,97.25µs,140.583µs,151.125µs,46.084µs,59.25µs,48.75µs,183.584µs,62.291µs,103.625µs,38.208µs
189.666µs,196.5µs,111.5µs,88.666µs,143.083µs,55.584µs,44.25µs,58.458µs,186.5µs,82.125µs,82.917µs,42.25µs
138.333µs,151.209µs,129.167µs,101.709µs,131.042µs,40.458µs,52.541µs,43.375µs,160.833µs,73.917µs,98.084µs,41.542µs
202.666µs,97.083µs,146.042µs,90.333µs,141.166µs,44.625µs,50.542µs,49µs,212.042µs,78.166µs,85.125µs,42.416µs
159.959µs,112.167µs,126.583µs,106.833µs,163.416µs,54.667µs,47.417µs,57.667µs,175.458µs,58.042µs,77.666µs,49.25µs
156.5µs,104.875µs,113.5µs,102.041µs,135.959µs,53.75µs,58.25µs,57µs,172.083µs,79.666µs,109.834µs,55.417µs
177.958µs,90.833µs,81.625µs,158.834µs,198.333µs,42.083µs,55µs,42.917µs,212.083µs,76.958µs,88.542µs,42.75µs
169.042µs,63.833µs,126.125µs,90.25µs,275.667µs,41.791µs,58.167µs,44.75µs,177.333µs,68.041µs,81.958µs,58.792µs
150.583µs,129.25µs,105.208µs,89.917µs,178.084µs,63.709µs,72.25µs,59.75µs,172.292µs,83.75µs,71.209µs,50.792µs
124.209µs,84.833µs,133.625µs,108.833µs,154.083µs,39.791µs,62.792µs,55.042µs,131.667µs,80.208µs,93.042µs,42.791µs
194.833µs,79.625µs,195.917µs,68.541µs,244.5µs,38.458µs,72.792µs,48.708µs,147.667µs,75.667µs,110.25µs,47.5µs
201.292µs,86.25µs,136.959µs,81.041µs,268.708µs,37.833µs,67.75µs,53.333µs,124.375µs,148.166µs,91.375µs,53.416µs
133.083µs,78.25µs,114.791µs,75.667µs,201.375µs,49.208µs,43.75µs,46.667µs,131.792µs,91.917µs,88.417µs,44.5µs
150.333µs,88.083µs,183.417µs,95.667µs,170.542µs,38.541µs,48.041µs,48.917µs,146.958µs,94.792µs,86µs,55.791µs
202µs,67.208µs,124.709µs,85.458µs,191.958µs,44.792µs,48µs,53.333µs,150µs,67.708µs,111.583µs,52.25µs
185.667µs,80.708µs,131.875µs,82.708µs,160.917µs,40.708µs,53µs,66.75µs,145.375µs,127.125µs,122.459µs,54.958µs
237.834µs,73.458µs,107.958µs,104.625µs,139.333µs,76.666µs,53.875µs,57.709µs,199.833µs,79.042µs,85.667µs,46.5µs
,,,,152.25µs,51.5µs,70.833µs,47.542µs,173.25µs,78.25µs,109.5µs,54.458µs
,,,,116.458µs,45.875µs,59.542µs,68.416µs,202.459µs,74.166µs,107.709µs,50.417µs
,,,,125.958µs,54.334µs,61.791µs,58.292µs,208.209µs,76.125µs,101.75µs,39.084µs
,,,,156.25µs,54µs,66.083µs,50.916µs,256.167µs,103µs,77.542µs,42.708µs
,,,,188.292µs,40.292µs,50.541µs,64.375µs,185.667µs,84.166µs,122.291µs,60.209µs
,,,,268.25µs,40.042µs,57.417µs,60.417µs,269.75µs,71.875µs,107.083µs,38.208µs
,,,,195.375µs,49.25µs,46.5µs,41.333µs,152.791µs,77.541µs,116µs,57.417µs
,,,,254.875µs,56.583µs,44.5µs,43.958µs,147.5µs,74.167µs,75.917µs,42.792µs
,,,,235.875µs,61.167µs,40.875µs,49.167µs,147.542µs,80.958µs,119.584µs,47.667µs
,,,,155.875µs,49.25µs,56.875µs,43.333µs,165.041µs,79.917µs,91.917µs,55µs
,,,,203.708µs,54.875µs,64.125µs,55µs,122.291µs,82.958µs,109.542µs,54.875µs
,,,,189.583µs,54.625µs,55.75µs,63.167µs,133.041µs,82.542µs,84.459µs,53.167µs
,,,,123.542µs,86.709µs,73.041µs,57.834µs,128.125µs,85.625µs,80.25µs,58.75µs
,,,,149.542µs,51.833µs,54.333µs,53.584µs,136.084µs,68.334µs,86.75µs,50.708µs
,,,,142.5µs,75.625µs,53µs,55.5µs,118.5µs,90.875µs,115.041µs,45.417µs
,,,,147.417µs,48.5µs,68.625µs,40.708µs,153.584µs,92.625µs,101.125µs,43.25µs
,,,,139.291µs,52.084µs,70.541µs,51.916µs,123.334µs,78.125µs,95.625µs,63.708µs
,,,,173µs,43.792µs,61.5µs,53.833µs,174.458µs,64.625µs,107.375µs,46.166µs
,,,,215.125µs,47.292µs,63.666µs,46.167µs,140.625µs,69.916µs,70.875µs,57.333µs
,,,,204.875µs,41.542µs,53.584µs,57.875µs,214.166µs,81.375µs,74.792µs,49.334µs
,,,,208.833µs,44.583µs,45.25µs,50.541µs,221.625µs,65.5µs,92.084µs,48.958µs
,,,,189.417µs,53.083µs,43.5µs,39µs,136.083µs,81.167µs,87.542µs,50.041µs
,,,,202.417µs,44.667µs,56.834µs,53.5µs,123.583µs,63.458µs,92.291µs,58.958µs
,,,,161.709µs,49.667µs,50.333µs,60.125µs,156.333µs,71.042µs,101.584µs,46µs
,,,,121.708µs,38.25µs,55.792µs,54.75µs,141.875µs,71.667µs,113.25µs,47.834µs
,,,,150.958µs,52.542µs,43.583µs,50.917µs,128µs,93.583µs,76.5µs,81.75µs
,,,,137.75µs,51.5µs,57.959µs,57.875µs,201.834µs,94µs,105.208µs,66.334µs
,,,,144.75µs,47.916µs,47.833µs,42.792µs,133.291µs,77.292µs,85.5µs,48.208µs
,,,,128.833µs,63.708µs,44µs,47.916µs,147.958µs,63.291µs,106.458µs,69.167µs
,,,,111µs,72.083µs,65.542µs,56.292µs,150.5µs,80.958µs,78.167µs,45.584µs
,,,,136.458µs,59.084µs,48.208µs,55.5µs,125.375µs,77µs,92.917µs,61.625µs
,,,,120.792µs,48.292µs,67.958µs,54.458µs,129.333µs,58.75µs,96.916µs,55.541µs
,,,,157.208µs,57.916µs,53.083µs,43.042µs,114.25µs,56.625µs,96.125µs,55.166µs
,,,,126.792µs,46.25µs,54.75µs,42.292µs,119.584µs,78.75µs,72.667µs,52.584µs
,,,,147.625µs,38.708µs,48.041µs,53.166µs,127.167µs,97.583µs,84.625µs,46.167µs
,,,,202.167µs,49µs,43.833µs,42.334µs,155.583µs,82.666µs,125.625µs,51.667µs
,,,,251.667µs,49.625µs,44.459µs,268.333µs,148.25µs,83.75µs,93.833µs,43.083µs
,,,,149.75µs,48.208µs,71.583µs,88.625µs,173.833µs,89µs,79.583µs,45.208µs
,,,,163.208µs,55.333µs,48.791µs,177.709µs,174.917µs,75.459µs,106.709µs,58.792µs
,,,,140.792µs,41.333µs,52.125µs,104.584µs,180.166µs,53.75µs,90.958µs,49.708µs
,,,,125.25µs,47.208µs,46.959µs,120.458µs,181.084µs,113.625µs,90.791µs,56.208µs
,,,,134.875µs,53.25µs,54.833µs,95.75µs,125.083µs,83.792µs,81.208µs,64.75µs
,,,,134.959µs,48.667µs,51.5µs,88.834µs,158.791µs,74.542µs,95.792µs,44.791µs
,,,,119.708µs,45.542µs,58.209µs,94.833µs,161.083µs,69µs,84.959µs,56.417µs
,,,,137.083µs,48.417µs,59.583µs,93.791µs,137.625µs,69.042µs,86.792µs,56.167µs
,,,,127.666µs,42.333µs,44.417µs,74.417µs,164.167µs,69.375µs,89.875µs,40.792µs
,,,,139.125µs,43.084µs,61.125µs,85.208µs,166.084µs,63.625µs,130.916µs,52.625µs
,,,,147.958µs,48.833µs,71.292µs,81.375µs,124.667µs,63.625µs,89.625µs,50.75µs
,,,,136.084µs,44.875µs,70.875µs,92.125µs,180.458µs,84.709µs,97.459µs,66.625µs
,,,,120.875µs,42.583µs,52.834µs,64.333µs,147.041µs,65.667µs,99.584µs,58.917µs
,,,,119.333µs,47.916µs,56.083µs,98.292µs,159.334µs,101.75µs,87.5µs,44.75µs
,,,,147.917µs,48.625µs,82.417µs,98.416µs,152.5µs,87.25µs,111.209µs,54µs
,,,,172.375µs,39.208µs,78.125µs,66.792µs,187.459µs,87.917µs,85.708µs,50.708µs
,,,,126.542µs,40.584µs,67.75µs,86.416µs,132.166µs,104.584µs,116.042µs,50µs
,,,,182.208µs,42.459µs,65.416µs,87.625µs,172.041µs,74µs,90.25µs,55.791µs
,,,,143.334µs,40.667µs,56.834µs,98.875µs,209.75µs,67.666µs,112.75µs,56.958µs
,,,,124.834µs,41.125µs,56.25µs,88.791µs,217.667µs,73.375µs,87.083µs,54.25µs
,,,,117.583µs,46.75µs,45.167µs,94.292µs,320.041µs,79.25µs,95.625µs,46.417µs
,,,,141.417µs,43.75µs,52µs,88.583µs,168.375µs,85.25µs,73.417µs,63.875µs
,,,,129.833µs,56.541µs,64.667µs,92.084µs,241.375µs,86.917µs,111.833µs,53.708µs
,,,,128.667µs,58.125µs,60.958µs,80.208µs,131.291µs,78.75µs,122.625µs,51.125µs
,,,,137.459µs,54.458µs,72µs,132.375µs,154.625µs,115µs,97.75µs,62.208µs
,,,,148.875µs,47.625µs,73µs,90.875µs,108.834µs,72.042µs,94.667µs,58.583µs
,,,,145.25µs,57.334µs,76.292µs,102.583µs,102.542µs,86.5µs,68.958µs,42.25µs
,,,,130.333µs,57.583µs,56.584µs,100.75µs,108.833µs,77.417µs,83.625µs,50.375µs
,,,,120.416µs,51.583µs,58µs,82.083µs,108.334µs,74.333µs,99.125µs,44.75µs
,,,,152.792µs,49.209µs,66.5µs,100.166µs,112.166µs,66.792µs,79.458µs,41.375µs
,,,,115.792µs,65µs,58.125µs,89.25µs,113.625µs,84µs,81µs,43.709µs
,,,,123.333µs,38.375µs,54.541µs,105.209µs,132.333µs,85.667µs,99.791µs,45.75µs
,,,,104.417µs,48.708µs,62.875µs,105µs,140.5µs,83.167µs,84.792µs,46.542µs
,,,,118.709µs,45.416µs,61.125µs,79.917µs,171.541µs,74.042µs,100.125µs,45.791µs
,,,,76.084µs,51.333µs,60µs,95.833µs,192.709µs,96.083µs,91.125µs,49.833µs
,,,,106.334µs,53.5µs,47.291µs,79.958µs,165.333µs,80.292µs,93.75µs,43µs
,,,,101.875µs,42.542µs,67.25µs,67.75µs,188.583µs,81.917µs,77.209µs,45.791µs
,,,,86.5µs,49.25µs,51.25µs,59.625µs,172.375µs,84.584µs,92.667µs,45.209µs
,,,,114.042µs,48.458µs,60.333µs,75.583µs,168.334µs,70.167µs,95.458µs,61.875µs
,,,,99.583µs,44.667µs,54.792µs,109µs,111.208µs,61.334µs,87.166µs,43.708µs
,,,,83.417µs,46.25µs,52µs,102.584µs,131.375µs,87.084µs,95.209µs,49.125µs
,,,,87.708µs,46.375µs,58.5µs,77.75µs,112.083µs,97.625µs,105.917µs,55.542µs
,,,,86µs,51.833µs,47.708µs,94.292µs,141.541µs,80.459µs,88.25µs,70.625µs
,,,,112.209µs,42.917µs,56.333µs,101.167µs,109.25µs,264.875µs,87.125µs,49.458µs
,,,,104.292µs,58.292µs,43.208µs,110.75µs,105.833µs,110.667µs,87.417µs,44.25µs
,,,,116.417µs,52.792µs,69.333µs,87.375µs,123.166µs,201.5µs,127.833µs,38.292µs
,,,,93.792µs,40µs,53.166µs,110.291µs,112.792µs,64.083µs,80.584µs,41.125µs
,,,,98.75µs,42.041µs,52.5µs,80.333µs,86.292µs,93.458µs,145.667µs,52.375µs
,,,,97.916µs,41.834µs,57.792µs,77.583µs,103.792µs,100.25µs,72.792µs,59.042µs
,,,,115.084µs,44µs,45.917µs,90.417µs,116.292µs,64.416µs,91µs,45.875µs
,,,,83.333µs,46.625µs,53.166µs,69.25µs,110.375µs,67.5µs,105.084µs,52.375µs
,,,,100.75µs,45.291µs,55.958µs,73.125µs,157.709µs,65.042µs,85.834µs,55.209µs
,,,,109.334µs,58.833µs,61.584µs,81.333µs,128.75µs,61.125µs,93.25µs,47.458µs
,,,,90.417µs,44.667µs,45.959µs,77.042µs,184.083µs,74.792µs,88.416µs,47.625µs
,,,,107.916µs,48µs,43.459µs,67.375µs,154.792µs,71.334µs,113.625µs,39.959µs
,,,,122.25µs,54.625µs,43.041µs,73.292µs,191.416µs,83.5µs,80.167µs,43.875µs
,,,,89.708µs,212.333µs,50.291µs,108.25µs,118.334µs,82.875µs,70.708µs,55.166µs
,,,,124.666µs,106.334µs,48.542µs,88.541µs,104.875µs,69.375µs,108.875µs,56.417µs
,,,,135.25µs,289.209µs,47.667µs,73.042µs,180.083µs,92.375µs,90.041µs,56.875µs
,,,,82.417µs,71.041µs,52.792µs,101.667µs,154.041µs,87.416µs,97.959µs,50.166µs
,,,,156.875µs,97.875µs,68.167µs,78.083µs,123.791µs,135.208µs,89.375µs,57.291µs
,,,,139.792µs,57.75µs,50.25µs,85.916µs,158.833µs,91.708µs,99.083µs,54µs
,,,,91.209µs,94.709µs,55.583µs,96.875µs,132.75µs,71.417µs,83.834µs,42.542µs
,,,,146.917µs,74.083µs,50.667µs,89.5µs,152.416µs,74.291µs,91.666µs,35.709µs
,,,,119.375µs,62.792µs,50.166µs,87.791µs,236.625µs,83.125µs,88µs,49.875µs
,,,,108.125µs,61.959µs,57.125µs,60.875µs,142.958µs,97.292µs,113.208µs,51.708µs
,,,,193.375µs,101.542µs,71.791µs,88.666µs,179.958µs,66.583µs,93.292µs,57.333µs
,,,,94.042µs,80.625µs,53.5µs,54.542µs,203.208µs,76.5µs,125µs,50.708µs
,,,,116.834µs,65.417µs,44.083µs,72.459µs,153.333µs,91.334µs,98.833µs,49.375µs
,,,,158.167µs,67.333µs,50.792µs,108.917µs,210.625µs,86.208µs,98.917µs,46.458µs
,,,,100.916µs,65.333µs,42.459µs,79.375µs,202.958µs,100.25µs,84.125µs,49.416µs
,,,,103.708µs,86.541µs,71.75µs,78.5µs,142.292µs,75.333µs,84µs,46.5µs
,,,,115µs,99.042µs,42.584µs,85.208µs,162.959µs,82.333µs,104.166µs,52.667µs
,,,,171.958µs,98.833µs,51.167µs,94.834µs,118.417µs,95.291µs,97.042µs,68.5µs
,,,,157.959µs,82.5µs,60.333µs,95.667µs,108.209µs,57.958µs,105.833µs,52.75µs
,,,,93.25µs,90µs,44.5µs,93.042µs,137.041µs,71.708µs,91.416µs,44.458µs
,,,,85.417µs,83.375µs,59.041µs,80.375µs,115.083µs,81.625µs,80.875µs,41.792µs
,,,,115.875µs,72.875µs,46.709µs,104.041µs,98.458µs,74.792µs,79.458µs,71.916µs
,,,,88.375µs,68.416µs,45.417µs,82.625µs,97.417µs,67.041µs,110.5µs,59.709µs
,,,,104.541µs,60.125µs,58.375µs,99.292µs,144.667µs,64.209µs,68.667µs,47.625µs
,,,,117.375µs,83.208µs,49.5µs,93.75µs,93.75µs,95.167µs,54.542µs,61.125µs
,,,,148.875µs,87.792µs,47.541µs,97.708µs,92.292µs,61.708µs,68.167µs,62.958µs
,,,,107.583µs,96.125µs,43.041µs,93.167µs,126.875µs,110.625µs,78.333µs,48.583µs
,,,,109.416µs,65.167µs,49.291µs,76.791µs,100.75µs,72.583µs,64.958µs,44.917µs
,,,,111.25µs,72.083µs,49.125µs,67.25µs,141.625µs,87.042µs,103.833µs,43.459µs
,,,,108.75µs,73.542µs,47.125µs,93.25µs,183.25µs,55.625µs,79.917µs,43.75µs
,,,,101.708µs,73.5µs,48.916µs,106.625µs,127.375µs,88.208µs,71.292µs,54.917µs
,,,,109.375µs,77.917µs,67.917µs,68.416µs,161.625µs,77.708µs,120.625µs,53.333µs
,,,,97.916µs,59.834µs,49.958µs,94.5µs,200.084µs,101.167µs,90.959µs,56.125µs
,,,,109.75µs,74.792µs,44.833µs,115.708µs,119.125µs,71.834µs,127.875µs,46.542µs
,,,,104.334µs,86.292µs,57.625µs,77.625µs,132.25µs,85.791µs,100.292µs,47.333µs
,,,,111.708µs,76.333µs,53.416µs,88.542µs,100.583µs,86.084µs,80.583µs,47.5µs
,,,,90.584µs,75.25µs,45.084µs,66.75µs,116.75µs,76.417µs,63.708µs,64µs
,,,,109.5µs,109.667µs,51.917µs,71.208µs,115.458µs,64.917µs,100.5µs,42.084µs
